date,open,high,low,close,volume
2025-06-03,3.1445617580898215,3.1543578911796435,3.0661926933712484,3.134765625,6465600
2025-06-04,3.134765708058706,3.2327270415525047,3.1151734413599463,3.222930908203125,6071900
2025-06-05,3.2425231461154005,3.4678344447091103,3.2327270128529886,3.438446044921875,20766700
2025-06-06,3.428649911659463,3.4580383114466984,3.3894653786098163,3.438446044921875,7442700
2025-06-09,3.4384457964797708,3.448241929034371,3.3306883383791694,3.428649663925171,6410400
2025-06-10,3.4188537783970516,3.4580383114466984,3.3992615118722282,3.438446044921875,6242100
2025-06-11,3.4384459457396117,3.644164971874515,3.4384459457396117,3.575592041015625,25523200
2025-06-12,3.5657959552489626,3.6539611532348935,3.5657959552489626,3.62457275390625,13948800
2025-06-13,3.5853882214680586,3.634368887015798,3.536407322362083,3.62457275390625,14096300
2025-06-16,3.5657959270754307,3.6245727252683193,3.536407294420752,3.595184326171875,8124400
2025-06-17,3.6049805064206835,3.6637573053834083,3.5951843732602295,3.6441650390625,9480600
2025-06-18,3.634368924586302,3.673553457429566,3.6049805249538545,3.66375732421875,8426000
2025-06-19,3.634368905902046,3.6637573053834083,3.6049805064206835,3.6441650390625,7713400
2025-06-20,3.634368829111808,3.634368829111808,3.5657958984375,3.5657958984375,16977000
2025-06-23,3.507018867158432,3.575592031390973,3.438445936484124,3.5657958984375,10313200
2025-06-24,3.595510832454513,3.625225768736783,3.526175744975894,3.565795660018921,5136300
2025-06-25,3.565795680697066,3.6648457050323486,3.565795680697066,3.6648457050323486,9067700
2025-06-26,3.664845742118714,3.8827555144774837,3.654940763200285,3.862945556640625,25141100
2025-06-30,3.853040591335676,3.942185401916504,3.823325418322074,3.942185401916504,17552200
2025-07-01,3.9421852987297314,4.02142512828303,3.8629454691764327,4.0115203857421875,15213300
2025-07-02,4.00161529581017,4.070950384987008,3.971900594953421,4.061045169830322,13621000
2025-07-03,4.061045169830322,4.110570301000443,4.021425253816887,4.061045169830322,15354000
2025-07-04,4.061044935865287,4.080854892730713,4.021425022134436,4.080854892730713,8308900
2025-07-07,3.9619954695592834,3.971900684940381,3.7738006280784178,3.8728506565093994,35900000
2025-07-08,3.843135418653177,4.120474815368652,3.8332302040457393,4.120474815368652,21346300
2025-07-09,4.120474824106082,4.169999952635034,4.051140210933504,4.160094738006592,13191100
2025-07-10,4.160094996641281,4.308669919158468,4.160094996641281,4.259145259857178,19768500
2025-07-11,4.2690497191055705,4.2789549336915975,4.080854892730713,4.080854892730713,12440400
2025-07-14,4.090760356084255,4.189810146434803,4.031330481873925,4.140285015106201,10888600
2025-07-15,4.140285132550345,4.199715008446474,4.100665215286259,4.110570430755615,7488500
2025-07-16,4.110570430755615,4.160095091182388,4.070950513491529,4.110570430755615,4923000
2025-07-17,4.110570430755615,4.160095091182388,4.090760472123573,4.110570430755615,5925900
2025-07-18,4.120475173918302,4.1799050498144315,4.100665215286259,4.110570430755615,8624100
2025-07-21,4.1105704360781665,4.160095096569067,4.080855261938291,4.150190353393555,5919900
2025-07-22,4.160094720192416,4.179904677057841,4.0709501504513135,4.080854892730713,3881600
2025-07-23,4.080855261938291,4.150190353393555,4.061045303280597,4.150190353393555,3697700
2025-07-24,4.150190353393555,4.189810270708942,4.100665220595985,4.150190353393555,11487600
2025-07-25,4.140285132550345,4.150190348019701,4.031330596227443,4.110570430755615,9279800
2025-07-28,4.209619857609083,4.259144986033018,4.120474815368652,4.120474815368652,15621800
2025-07-29,4.110570064182165,4.130380021047591,4.061044935865287,4.080854892730713,13413400
2025-07-30,4.061045169830322,4.090760342993726,4.021425253816887,4.061045169830322,10940600
2025-07-31,4.05114042698029,4.100665085843757,3.9818053378034524,4.061045169830322,15459200
2025-08-01,4.061045169830322,4.110570301000443,4.031330468973573,4.061045169830322,6888000
2025-08-04,4.031330236720462,4.080854892730713,4.00161506526901,4.080854892730713,8584000
2025-08-05,4.070950176353296,4.209619875293581,4.061044961704246,4.199714660644531,15868300
2025-08-06,4.189809909585289,4.189809909585289,4.150189995684779,4.160094738006592,5932600
2025-08-07,4.160094861371769,4.189810033831653,4.090760246143114,4.170000076293945,9096200
2025-08-08,4.169999952635034,4.189809909585289,4.080854910205572,4.160094738006592,15787700
2025-08-11,4.160094746661593,4.2393350469341,4.130380047327704,4.199714660644531,20285800
2025-08-12,4.199714783991915,4.239335171445151,4.160094868845323,4.209619998931885,10321700
2025-08-13,4.209620006353383,4.269049879178045,4.19971479139595,4.249239921569824,13001700
2025-08-14,4.249240027250635,4.288859943452445,4.120475063441426,4.179904937744141,24126600
2025-08-15,4.179904694956846,4.209619866535544,4.140284781056336,4.160094738006592,15000000
2025-08-18,4.1799047331693755,4.368099562070583,4.160094776038019,4.318574905395508,31482800
2025-08-19,4.318574896942734,4.378004768220482,4.278954982757568,4.278954982757568,5263000
2025-08-20,4.278954960917039,4.288859703259458,4.169999961310642,4.199714660644531,14100200
2025-08-21,4.199714682080605,4.298764939850151,4.199714682080605,4.278954982757568,8390800
2025-08-22,4.21952511147982,4.288859725150544,4.209619896780213,4.278954982757568,6252000
2025-08-25,4.298765290299207,4.328479992207202,4.189810281254326,4.229430198669434,10659900
2025-08-26,4.229430049040748,4.229430049040748,4.061045169830322,4.061045169830322,39063100
2025-08-27,4.100665220595985,4.150190353393555,4.080855261938291,4.150190353393555,13767400
2025-08-28,4.130380259007161,4.150190217013878,4.061045169830322,4.061045169830322,6650200
2025-08-29,4.061045039060761,4.061045039060761,3.9619952522166715,3.9917104244232178,9263900
2025-09-02,3.991710305219528,4.031330218774002,3.9124702419572683,4.001615047454834,10124000
2025-09-03,3.9917106683212786,4.031330585479736,3.9421855357198727,4.031330585479736,14108900
2025-09-04,4.031330218774002,4.031330218774002,3.9719003484422917,4.001615047454834,10563400
2025-09-08,4.001615422126044,4.110570430755615,4.001615422126044,4.110570430755615,6588200
2025-09-09,4.110570081784268,4.160094738006592,4.070950167883758,4.160094738006592,6303300
2025-09-10,4.160094738006592,4.179904694956846,4.110570081784268,4.160094738006592,5006400
2025-09-11,4.160094861371769,4.189810033831653,4.150190118756237,4.170000076293945,2868800
2025-09-12,4.169999961310642,4.2393350469341,4.169999961310642,4.199714660644531,4654700
