date,open,high,low,close,volume
2025-06-03,4.11066345605279,4.12017864440146,4.072601795196533,4.072601795196533,18451900
2025-06-04,4.072601892113371,4.091632722994381,4.044055418926456,4.082117080688477,21045100
2025-06-05,4.1011478139733315,4.1011478139733315,4.053570964768405,4.072601795196533,23638500
2025-06-06,4.0726015767829935,4.0821167646213645,4.053570747375488,4.053570747375488,14137900
2025-06-09,4.053570747375488,4.0726015767829935,4.03453946423722,4.053570747375488,18625200
2025-06-10,4.053570747375488,4.0821167646213645,4.03453946423722,4.053570747375488,15850500
2025-06-11,4.053571275655704,4.120178960397213,4.0440556328464465,4.1011481285095215,10447900
2025-06-12,4.1106635538753915,4.120178742450497,4.0630862498074665,4.082117080688477,12924700
2025-06-13,4.082116642724834,4.082116642724834,4.0345393437614,4.044054985046387,14188000
2025-06-16,4.044055244120896,4.053570886015485,4.015508772167912,4.0250244140625,12945700
2025-06-17,4.0250242933425895,4.034539481221016,3.996477822245781,4.015508651733398,15506300
2025-06-18,4.015508869036952,4.034539699554443,4.005993680643602,4.034539699554443,14552600
2025-06-19,4.015509053901178,4.025024696463396,3.9869630336761475,3.9869630336761475,10303600
2025-06-20,3.9869625372175594,4.044055024289246,3.9869625372175594,4.005993366241455,40109900
2025-06-23,3.9774468246643693,4.205817222595215,3.9679316371880713,4.205817222595215,15845300
2025-06-24,4.148725435094161,4.158240624172596,4.0440556328464465,4.1011481285095215,23979400
2025-06-25,4.09163236618042,4.129694024623244,4.082116724704334,4.09163236618042,17253700
2025-06-26,4.091632326907853,4.129693984985352,4.072601497869104,4.129693984985352,14682900
2025-06-30,4.1392097922849045,4.148725435094161,4.1011481285095215,4.1011481285095215,22329800
2025-07-01,4.110663235598004,4.110663235598004,4.025024276398849,4.053570747375488,25061600
2025-07-02,4.034539639336896,4.110663414001465,4.034539639336896,4.110663414001465,20522600
2025-07-03,4.09163236618042,4.110663195401832,4.072601536959008,4.09163236618042,11581800
2025-07-04,4.091632288352593,4.167755603790283,4.091632288352593,4.167755603790283,19664100
2025-07-07,4.139209530176003,4.139209530176003,4.08211703812822,4.120178699493408,19697800
2025-07-08,4.091632326907853,4.129693984985352,4.053570668830355,4.129693984985352,11579500
2025-07-09,4.110663235598004,4.129694065005509,4.044055105806354,4.053570747375488,16631800
2025-07-10,4.053570707737595,4.101147553925746,4.04405506626151,4.09163236618042,14145300
2025-07-11,4.10114777201935,4.1392094324862425,4.063086111552457,4.110663414001465,14035300
2025-07-14,4.101147514561851,4.139209172639349,4.091632326907853,4.129693984985352,7884800
2025-07-15,4.120178423436375,4.120178423436375,4.053570747375488,4.053570747375488,14995200
2025-07-16,4.053570886015485,4.072601716073881,4.005993584004103,4.0250244140625,18505100
2025-07-17,4.0345393437614,4.0630858138856105,4.0345393437614,4.044054985046387,14718200
2025-07-18,4.053571275655704,4.1011481285095215,4.0440556328464465,4.1011481285095215,14023700
2025-07-21,4.101147553925746,4.101147553925746,4.034539424785424,4.09163236618042,7910500
2025-07-22,4.072602107543395,4.1011481285095215,4.0630864647341385,4.1011481285095215,9926900
2025-07-23,4.082117080688477,4.091632722994381,4.044055418926456,4.082117080688477,16396000
2025-07-24,4.08211729662183,4.1011481285095215,4.072602107543395,4.1011481285095215,11009700
2025-07-25,4.091632722994381,4.1106635538753915,4.05357106123236,4.082117080688477,11590600
2025-07-28,4.082116642724834,4.091632284009821,4.044054985046387,4.044054985046387,15590600
2025-07-29,4.044055024289246,4.063085853313142,4.005993366241455,4.005993366241455,28626300
2025-07-30,4.005993757164436,4.082117080688477,3.9964781148585313,4.082117080688477,15364100
2025-07-31,4.034539382911921,4.044055024289246,4.005993366241455,4.005993366241455,31332200
2025-08-01,4.015508945739541,4.082117080688477,4.005993757164436,4.082117080688477,9255700
2025-08-04,4.063086172196075,4.063086172196075,4.034539699554443,4.034539699554443,9032600
2025-08-05,4.044055341678584,4.0821170027135665,4.005993680643602,4.034539699554443,23002500
2025-08-06,4.04405506626151,4.09163236618042,4.034539424785424,4.09163236618042,7460700
2025-08-07,4.082117080688477,4.1106635538753915,4.044055418926456,4.082117080688477,9436300
2025-08-08,4.08211703812822,4.129694341700102,4.063086207445625,4.120178699493408,15643000
2025-08-11,4.110663332192521,4.196301839673292,4.110663332192521,4.186786651611328,18804900
2025-08-12,4.167755821756626,4.205817481466029,4.158240179963888,4.186786651611328,20120500
2025-08-13,4.1772709693747565,4.262909929757154,4.167755781404917,4.22484827041626,19150200
2025-08-14,4.224848367719219,4.262910027936717,4.2058175376104705,4.234363555908203,15941800
2025-08-15,4.234363555908203,4.243879197827968,4.215332725799454,4.234363555908203,10682700
